,retailer_id,outlet_name,outlet_type_id,type_name,outlet_photo,lat,longi,street_address,pin_code,district,taluka,owner_name,contact_no,landmark,u_name,user_contact_no,beat_number,sub_beat,full_beat
835,89804,Anudeph General store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SOD96121302-Anudeph General store20240731_1051fefid.jpeg,14.4478041,75.9255438,Nittavalli 60 feet road Davanagere,577002,Davangere,Davanagere,Anudeep,9900539001,SBI ATM,Unknown User,9632388953,1,E,1E
834,89802,SRM Bekariy & sweets,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RZS85453190-SRM Bekariy & sweets20240803_1135186i2c.jpeg,14.4373178,75.9229218,Hadadi main road Davanagere vinayak temple Davanagere,577004,Davangere,Davanagere,Chanbasappa,9535776020,Vinyak temple,Unknown User,9632388953,1,B,1B
833,89755,Nakul pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JNT97848919-Nakul pravison store20240817_1309117p5k.jpeg,14.480605,75.91563,Budhihal road ghandi nagar Davanagere,577001,Davangere,Davanagere,Gayatri,9741745408,Budhihal road,Unknown User,9632388953,1,T,1T
832,89753,Shri krishna bakery,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JDM87750953-Shri krishna bekariy20240720_09591788al.jpeg,14.4436324,75.913432,Vidyanagar nuthan College road Davanagere,577003,Davangere,Davanagere,Manjunath,6364642291,Nuthan college road Davanagere,Unknown User,9632388953,1,E,1E
866,90505,Rayan pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/NRF07252113-Rayan pravison store20240902_1210b6bi9.jpeg,14.4853647,75.9225524,Shiva nagar 1st main 1st cross Davanagere,577001,Davangere,Davanagere,Mahomad,9586258455,Shiva nagar circle,Unknown User,9632388953,1,W,1W
865,90499,Riyaz general store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/NJK51061547-Riyaz general store20240903_115510h2e1.jpeg,14.4801175,75.9230395,Basha nagar main road Near by masjid E mamoor Davanagere,577001,Davangere,Davanagere,Akhbaar,9449650060,Masjid E mamoor,Unknown User,9632388953,1,T,1T
864,90492,Gurunath genar store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QLQ09328885-Gurunath genar store20240904_1338bfo83.jpeg,14.4577354,75.9261745,Bhagath Singh nagar 1st main road 7th cross Davanagere,577004,Davangere,Davanagere,Gurunath,7483356136,Vinyak temple,Unknown User,9632388953,1,L,1L
863,90487,Akash pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KIP88516687-Akash pravison store20240904_1049mo4la.jpeg,14.4582324,75.9299991,Bhagth singh nagar main road Dr. Visnuvardhan circle Davanagere,577004,Davangere,Davanagere,Akash,9900757772,Dr. Visnuvardhan circle,Unknown User,9632388953,1,K,1K
862,90483,Rihan pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/HUA10051430-Rihan pravison store20240902_1541bcp6l.jpeg,14.4755424,75.9204043,Hale Bethuru Main road near by shakti gays Davanagere,577001,Davangere,Davanagere,Rihan,8640286395,Shakti gays,Unknown User,9632388953,1,S,1S
860,90347,Santhamma tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZLW35338586-Santhamma tea stall20240806_114614p2ao.jpeg,14.4571507,75.9069158,Nijalingappa layout vishvash hospital Davanagere,577004,Davangere,Davanagere,Santhamma,9535774277,Vishvash,Unknown User,9632388953,1,J,1J
859,90346,Dadapeer beeda satal,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZOP19096793-Dadapeer beeda satal20240726_13453m3bj.jpeg,14.4623619,75.9096801,Vinobhanagar 2nd main road vinayak temple Davanagere,577006,Davangere,Davanagere,Dadapeer,8073814880,Vinayak temple,Unknown User,9632388953,1,M,1M
858,90337,Republic pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XNA72122394-Rapik pravison store20240814_1302j83n9.jpeg,14.4370455,75.9269608,Saraswati nagar dabha stop Davanagere,577005,Davangere,Davanagere,Nagaraj,9880841763,dabha stop,Unknown User,9632388953,1,B,1B
857,90327,Narasareddy tea stal,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/WDW99272166-Narasareddy tea stal20240723_1254oicp1.jpeg,14.4731165,75.915766,Honda circle Mandipete Davanagere,577001,Davangere,Davanagere,Narasareddy,8660362680,Honda circle,Unknown User,9632388953,1,S,1S
856,90319,Pratyaksh Ceke house,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VCF85586092-Pratyaksh Ceke house20240807_14216pm6e.jpeg,14.4408267,75.8992988,Shamanuru main road Anjaney temple Davanagere,577004,Davangere,Davanagere,Hanumanthappa,9902299818,Anjaney temple Davanagere,Unknown User,9632388953,1,C,1C
855,90310,Nagaraj beeda stall ,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TJI40973174-Nagaraj beeda stall 20240807_1305p7i97.jpeg,14.4404203,75.8991157,Shamanuru Anjaney temple Davanagere,577004,Davangere,Davanagere,Nagaraj,9008723980,Anjaney temple,Unknown User,9632388953,1,C,1C
853,90300,Munp pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SVY57371255-Munp pravison store20240810_120012038l.jpeg,14.482953,75.9078083,Budal road SM krishan nagar ring road Davanagere,577006,Davangere,Davanagere,Munap,9970542403,SM krishan nagar,Unknown User,9632388953,1,U,1U
852,90295,Shri krishna Bekariy,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RVG28278764-Shri krishna Bekariy20240725_14086ef0f.jpeg,14.461914,75.9145555,Ram&co circle pj extension Davanagere,577004,Davangere,Davanagere,Narashimaha,9844485377,Ram&co circle,Unknown User,9632388953,1,O,1O
851,90233,Barani pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GJL51361567-Barani pravison store20240820_1340j5cen.jpeg,14.4743494,75.9279951,Bamboo bazar RMC link road Davanagere,577001,Davangere,Davanagere,Renuka. H,9019455755,Bamboo bazar,Unknown User,9632388953,1,Q,1Q
850,90191,Shashi paan beed Shop,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JRU20686503-Shashi paan beed Shop20240808_12389411m.jpeg,14.4494061,75.902515,Shamanuru main road bharat petrol pump,577004,Davangere,Davanagere,Shashidar,6360667926,Bharat petrol pump,Unknown User,9632388953,1,F,1F
886,90810,Cake house  Bekariy,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/WXL95162435-Cake house  Bekariy20240806_1237go9i5.jpeg,14.4602838,75.9064762,Nijalingappa layout main road Davanagere,577004,Davangere,Davanagere,Akash,7045335232,Nijalingappa layout main road,Unknown User,9632388953,1,M,1M
885,90804,Shavayogi tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/WFX62876510-Shavayogi tea stall20240806_1153ek88b.jpeg,14.4571143,75.9070531,Nijalingappa layout vishvash hospital Davanagere,577004,Davangere,Davanagere,Gangamma,8349362698,Vishvaah hospital,Unknown User,9632388953,1,J,1J
884,90783,New goldan Bekariy,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XYP70465660-New goldan Bekariy20240831_133110mnog.jpeg,14.4842684,75.9221669,Ring road SS shadi mahal bhasa nagar Davanagere,577001,Davangere,Davanagere,Zafarsharif,7349482032,SS shadi mahal,Unknown User,9632388953,1,T,1T
881,90676,Shri Nandi pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GIM90454526-Nandi pravison store20240814_1306ikn36.jpeg,14.4373435,75.9267518,Saraswati nagar Dabha stop Davanagere,577005,Davangere,Davanagere,Chanbasappa,9972421110,Dabha stop,Unknown User,9632388953,1,B,1B
880,90668,Reliance smart point,2,Supermarket,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JRO50894704-Reliance smart point20240812_1427g1i7g.jpeg,14.4512888,75.9133659,MCC B block boys hostel road Davanagere,577004,Davangere,Davanagere,Manjunath. KG,8197415691,Boys hostel road ,Unknown User,9632388953,1,J,1J
879,90662,Muniswmi beeda stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BTO29213219-Muniswmi beeda stall20240810_1215cjp5f.jpeg,14.4826396,75.9078708,Budal road sM krishan nagar Davanagere,577006,Davangere,Davanagere,Muniswami,7676284678,SM krishan nagar,Unknown User,9632388953,1,U,1U
877,90636,Iyengar cake Payless,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/PTG91843596-Iyengar cake Payless20240806_14235h0e2.jpeg,14.4604169,75.9053937,Nijalingappa layout main road Davanagere,577004,Davangere,Davanagere,Anil kumar,7249251116,Shiva temple,Unknown User,9632388953,1,M,1M
876,90627,Shri devi conditions,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KKJ95667285-Shri devi conditions20240805_1440eie6a.jpeg,14.4653615,75.9029029,Vinyak nagar ring road Davanagere,577006,Davangere,Davanagere,Nilamma,8105600262,Ring road,Unknown User,9632388953,1,M,1M
875,90625,Manjunath beeda stal,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/CTH07578551-Manjunath beeda stal20240805_1014a4cc6.jpeg,14.46989,75.905255,Vinyak nagar ring road Davanagere,577002,Davangere,Davanagere,Manjunath,9844584348,BSNL office,Unknown User,9632388953,1,P,1P
873,90596,AM condys wholesale,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QFQ71945158-AM condys wholesale20240727_122710966h.jpeg,14.4758297,75.9232167,Ajadhnagar bethur main road Davanagere,577002,Davangere,Davanagere,Hathik,9686365031,Bethur main road,Unknown User,9632388953,1,T,1T
872,90591,Girish general store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ECD18144965-Girish general store20240726_1110n9dcc.jpeg,14.4678478,75.9113421,Vinobhanagar 2nd main road maganubasappa school Davanagere,577006,Davangere,Davanagere,Muthanna,8618539118,Maganubasappa school,Unknown User,9632388953,1,O,1O
870,90588,Sai provision store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ELM25752450-Sai provision store20240725_12251a37gi.jpeg,14.4623722,75.9166156,Ram&co circle vinayak temple Davanagere,577004,Davangere,Davanagere,BN. Pradeep,9535020300,Vinayak temple,Unknown User,9632388953,1,O,1O
869,90567,Basavaraj tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/HHP72044443-Basavaraj tea stall20240822_151415h2dm.jpeg,14.4636425,75.9220505,KB Badavni jayadeva park Davanagere,577002,Davangere,Davanagere,Basavaraj,9844199293,Jayadeva park,Unknown User,9632388953,1,O,1O
868,90544,Durgambika tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XQD22537718-Durgambika tea stall20240826_140173jo3.jpeg,14.4438891,75.9327885,Jaynagar SS hospital road bhagiratha circle Davanagere,577004,Davangere,Davanagere,Pramodh,7483559105,Bhagiratha circle,Unknown User,9632388953,1,D,1D
910,91149,Beemappa tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MFV42379511-Beemappa tea stall20240814_1129107cd6.jpeg,14.4415749,75.9277902,Saraswati nagar durgambika school Davanagere,577005,Davangere,Davanagere,Beemappa,9535020693,Durgambika,Unknown User,9632388953,1,D,1D
909,91121,Sunila beeda stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KRW41428830-Sunila beeda stall20240808_124512h578.jpeg,14.4496831,75.902571,Shamanuru main road bharat petrol pump,577004,Davangere,Davanagere,Parasappa,9164916672,Bharat petrol pump,Unknown User,9632388953,1,F,1F
907,91088,Rooking cake cronar,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/CGF51154884-Rooking cake cronar20240731_1452dpdfc.jpeg,14.4438087,75.9217311,Hadadi main road Davanagere shri m v college,577002,Davangere,Davanagere,Punith,6366276198,Shri m v college,Unknown User,9632388953,1,D,1D
906,91070,Fresh cakes karnar ,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/EBP48003410-Fresh cakes karnar 20240725_1527655jj.jpeg,14.4608923,75.9101219,MCC A block reddy building Davanagere,577004,Davangere,Davanagere,Kumar,9611677913,Reddy building,Unknown User,9632388953,1,J,1J
905,91057,DHC provision store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MXY72706764-DHC provision store20240723_1157j9721.jpeg,14.4731814,75.9120859,Honda circle Jalinagar road Davanagere,577001,Davangere,Davanagere,Maqsudh,9972444989,Honda circle,Unknown User,9632388953,1,P,1P
904,91048,Rangila beeda stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QOU02382938-Rangila beeda stall20240823_1232pjglk.jpeg,14.4407935,75.9019978,Swami vivekanand badvani shamanuru service road Davanagere,577004,Davangere,Davanagere,Manjunath,9986693892,Shamanuru service road,Unknown User,9632388953,1,C,1C
903,91042,Manjaamma tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/WCE79656832-Manjaamma tea stall20240824_1115601nn.jpeg,14.4563178,75.9010374,SS B block kundavada kere road Davanagere,577004,Davangere,Davanagere,Manjaamma,9880563945,Kundavada kere road,Unknown User,9632388953,1,M,1M
901,91018,Rudhramma tea stall,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DOT52114502-Rudhramma tea stall20240828_131122pd3.jpeg,14.4525158,75.9298342,Chikkanali hosa Badavni government school Davanagere,577004,Davangere,Davanagere,Rudhuramma,9526958636,Government school,Unknown User,9632388953,1,K,1K
900,91012,SML pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GEY12165846-SML pravison store20240829_1406106ik5.jpeg,14.4579457,75.9279685,Bhagath Singh nagar 1st main chawdeswri temple Davanagere,577004,Davangere,Davanagere,Shivakumar,7676451223,Chawdeswri temple,Unknown User,9632388953,1,K,1K
899,90990,Said General store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JDG33615642-Said General store20240903_143312a99l.jpeg,14.482584,75.9228732,Basha nagar main road government school Davanagere,577001,Davangere,Davanagere,Nayaz,8197096673,Government school,Unknown User,9632388953,1,T,1T
898,90987,HKG tea conteen,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/FSO93893320-Nandini milk parlor20240903_1510en2ja.jpeg,14.4799262,75.9230797,Basha nagar main road E mamoor Masjid Davanagere,577001,Davangere,Davanagere,Lala,9901081652,E mamoor Masjid,Unknown User,9632388953,1,T,1T
897,90986,Papada tea conteen,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DNV38673938-Papada tea conteen20240903_144912jm45.jpeg,14.4800536,75.9231474,Basha nagar main road masjid E mamoor Davanagere,577001,Davangere,Davanagere,Raza,9536268905,E mamoor Masjid,Unknown User,9632388953,1,T,1T
895,90954,Manjunath tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SVH09976422-Manjunath tea stall20240905_1726p0pin.jpeg,14.4931852,75.8932133,Kondajji main road Yargunti Davanagere,577004,Davangere,Davanagere,Manjunath,9902122157,Hanumath nagar,Unknown User,9632388953,1,V,1V
894,90920,Cake me day bekariy,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/CJO47038077-Cake me day bekariy20240823_1001jl4e8.jpeg,14.4610883,75.9024551,SS B block ring road Circle Davanagere,577004,Davangere,Davanagere,Ranghaswmi,9380296840,Ring road circle,Unknown User,9632388953,1,M,1M
892,90906,Ramanna beeda stall,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VVP37650866-Ramanna beeda stall20240916_150465fjg.jpeg,14.4364118,75.9587677,Bada cross davanagere,577514,Davangere,Davanagere,Ramanna,9740108329,Bada cross davanagere,Sanjay kumar s,9964140461,1,A,1A
931,91522,Muragan hot chips and snacs,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TFQ78072720-Muragan hot chiefs20240824_1629e9g97.jpeg,14.4454867,75.9047453,MCC B block Boys hostel road Davanagere,577005,Davangere,Davanagere,Muragan,8618950802,Boys hostel road,Unknown User,9632388953,1,F,1F
928,91375,Sri ramanya Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JKM47562712-Sri ramanya Store20240917_1421187kic.jpeg,14.4284616,75.9622041,Nh4 bada cross,577514,Davangere,Davanagere,Jyothi,8105596433,Nh4 bada cross,Sanjay kumar s,9964140461,1,A,1A
923,91294,Ravi raj beed sta,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YYB01172509-Ravi raj beed sta20240727_143111785h.jpeg,14.4726007,75.9159468,Dodapete market road Davanagere,577002,Davangere,Davanagere,Kiran,9611231869,BS Chanbasappa shop,Unknown User,9632388953,1,S,1S
922,91282,Iyengar cake Bazar,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YAW33894067-Iyengar cake Bazar20240810_1008kmnfe.jpeg,14.4797978,75.9068068, Budal road Koddajj circle RTO Davanagere,577001,Davangere,Davanagere,Darshan,7022076220,RTO office,Unknown User,9632388953,1,U,1U
920,91263,Mahesh beeda stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SYK42137153-Mahesh beeda stall20240806_1338997pc.jpeg,14.4602121,75.9076997,Nijalingappa layout main road Davanagere,577004,Davangere,Davanagere,Mahesh,9902463648,Shiva temple,Unknown User,9632388953,1,J,1J
919,91262,Manjamma tea satl ,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TJZ09162210-Manjamma tea satl 20240803_14522ei8a.jpeg,14.4494119,75.9200347,Hadadi main road AK pharmama Davanagere,577004,Davangere,Davanagere,Manjamma,8235264520,AK pharmamo,Unknown User,9632388953,1,E,1E
918,91260,Prakash beeda stal,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TNZ10947511-Prakash beeda stal20240729_1459b3alb.jpeg,14.4571529,75.9245338,Ktj naga Nittavalli main road Davanagere,577002,Davangere,Davanagere,Sangamesh,9902432287,Dangi park,Unknown User,9632388953,1,L,1L
915,91204,Vinyak beeda stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BLB47310657-Vinyak beeda stall20240821_12561420gl.jpeg,14.4642052,75.9323272,Shekrappa nagar bamboo bazar Davanagere,577003,Davangere,Davanagere,Devamma,7670023451,Shekrappa nagar,Unknown User,9632388953,1,N,1N
